Gene	Bone Marrow	E14.5-Brain	Cerebellum	Cortex	E14.5-Heart	Heart	Intestine	Kidney	E14.5-Limb	E14.5-Liver	Liver	Lung	Olfactory	E14.5-Placenta	Spleen	Testis	Thymus
ENSMUSG00000030965	3.038945	9.21196	5.796725	4.810225	6.612565	2.233165	7.85376	4.643265	7.186765	5.07768	3.469425	3.64343	4.035015	7.11055	4.548925	7.934685	5.937815
ENSMUSG00000030963	0.199697	0	0	0.15718555	0	0	0	248.034	0	0	0	0	0	0	0	0	0
ENSMUSG00000030960	2.632125	12.38245	6.182705	4.4208	6.014485	1.70361	2.878965	3.15816	8.753875	6.175625	0.828363	2.997005	4.51455	3.932435	4.2189	1.1229875	4.72917
ENSMUSG00000041609	0.5250465	2.65373	3.84287	3.417135	0.425175	0.22049	0.706213	3.715615	0.3271815	0.1364749	0.0418521	0.971282	4.188905	7.58706	3.152255	0.9151955	6.13105
ENSMUSG00000003352	0.271928	10.127782	2.6063725	9.8027895	1.712635	0.41133425	1.0657415	0.563466	3.267841	0.299437	0.06392165	2.19911	9.0119425	1.67745225	2.9019875	0.130821	3.7422275
ENSMUSG00000002020	0.998508	0.05521225	1.376525	0.1419281	0.703845	0.128633	0.309116	0.03136175	0.4110195	0.1025498	0.0642164	3.492345	0.6641435	0.385384	1.050412	0.260663	0.4001935
ENSMUSG00000028630	1.540025	6.288485	1.022185	5.247365	11.062205	1.44664	12.8779	2.53126	5.374005	2.24278	2.920175	4.71099	3.546315	10.34605	4.09103	7.41804	6.178675
ENSMUSG00000041605	0.04128605	1.485645	0.08327155	0.312884	0.0996618	0	4.2168	1.272585	2.70816	0.02319225	0	0.2116495	0.7107395	0.22240975	0.03523685	1.105604	0.5433505
ENSMUSG00000041607	2.12536335	1.583386	190.604535	84.67572	0.63517	0.33046049	3.4589225	0.45077052	0.44154975	2.8820765	0.1795433	2.9772982	33.093437	1.91441	6.277265	0.3455575	8.0266942
ENSMUSG00000041608	0.1192753	0.1904475	0.36499	0.8297295	0.0235967	0.01989615	0.169802	0.01504985	0.1868795	0.02605695	0	0.819311	0.3502505	0.1485553	0.01006435	0	0.212347
ENSMUSG00000027303	5.128245	21.361	18.2649	20.6079	9.0399975	4.067585	5.150035	9.28265	10.78690015	8.55897	1.49318505	3.2863504	11.2031402	19.4171	4.3928725	1.766935	6.709005
ENSMUSG00000028634	0.4210715	0.913352	2.560185	4.102715	0.3428845	0.297477	0.197599	0.06598455	0.08808165	0.04792915	0.063523145	1.327995	4.85662	0.1188935	1.5928	0.2295145	5.191345
ENSMUSG00000028633	3.326175	13.794	4.052425	4.580665	15.6907	3.064295	2.099245	3.92978	9.2051	9.70596	0.8237095	2.47871	4.61845	4.404085	2.38646	2.827475	3.75729
ENSMUSG00000002028	4.78247	14.0197	11.30932	7.132905	6.91869	3.23115	3.9199	2.80079	10.63307	3.65062	1.717485	6.462395	13.40425	6.358715	13.16895	1.398535	13.6563
ENSMUSG00000027301	0	0	0.0583875	0.4879125	0.0572605	0.03628435	0	0.0548495	0.079292	0	0	0	0.3897285	0.086324	0.0735915	0	0.207081
ENSMUSG00000028631	0.0491094	0.406158	0.620833	0.4203845	0.05410925	0.3654445	0.166254	0.0309179	0.722152	0.01948775	0.04731	0.261608	0.187904	0.760423	0.04295135	0	0.07375745
ENSMUSG00000027300	1.213289	2.1586	1.722205	1.80721	1.45758	0.5486725	1.016968	1.34068	2.277795	1.53414	0.774035	1.179755	1.378025	1.76848	1.258415	2.177105	2.15521
ENSMUSG00000003354	0.0619965	0.4268355	0.524809	1.460255	0.04348695	0.03582275	0.02968705	0.110282	0.160865	0.0478105	0	1.30945	0.1816195	0.0216615	0	62.5405	0.04674665
ENSMUSG00000027306	12.0375752	14.64965	0.5821365	0.4048035	7.8799575	0.20910455	4.7236168	0.495545	6.64434265	32.2698	0.04153885	0.342161	4.16406	1.373437	1.214477	7.849955	15.26575
ENSMUSG00000028637	0.072967	1.851765	0.6351405	1.259255	0.2888315	0.01350995	0.02174455	0.438909	0.327424	0.0868563	0.3610155	1.58333	1.2822	0.02610455	0.13770575	23.1034	1.522665
ENSMUSG00000028636	1.175307	1.67951	0.907491	0.4129385	2.23288	1.505675	4.797275	7.835165	2.005005	1.737795	2.75753	1.0787865	0.70026	2.24057	1.899195	0.587995	1.45112
ENSMUSG00000027305	2.04593	5.568265	6.00129	5.108855	7.2735	10.23688	4.360655	9.25303	5.29601	7.78134	5.05468	1.669255	4.753045	4.51573	2.623915	3.987695	4.32797
ENSMUSG00000028635	0	0.02935405	0	0	0.1968455	0	2.263215	0	0.1513815	0.032787	0	0.04815405	0	1.29227	0	0	0.0705335
ENSMUSG00000003355	0.158108	1.136538	0.43541	0.2989675	2.02999	0.5999275	2.200305	1.8279	2.205635	16.03925	14.35645	1.95096	0.8551	12.7519	1.2874845	0	0.5034745
ENSMUSG00000027304	4.76365	18.57305	7.8839	10.12251	7.23605	3.39449	4.64343	3.6233	13.1625	6.36679	3.331745	3.66403	8.2046	9.595745	5.872145	5.62567	9.43645
ENSMUSG00000027309	0.7237405	13.0883	9.687645	8.201615	10.63916	3.867535	2.80619	3.50721	6.4681	1.782055	2.325205	3.392505	9.86212	5.456765	0.828951	6.51722	3.36992
ENSMUSG00000028639	26.58535	154.5055	13.5497	11.446	94.16815	72.91465	57.66265	94.80425	67.45405	80.6494	10.5619	42.4886	23.145	19.2411	47.5858	90.7464	33.2212
ENSMUSG00000054905	1.69467	0.442193	0	0	0.0663295	0	0	0	0.455159	15.475135	0	0.07378	0	0	0.3396825	0	0
ENSMUSG00000017999	10.422845	5.9906	3.501315	2.57189	5.28581	1.618555	3.42445	3.414735	6.74502	12.7515	3.73887	2.71717	4.395725	8.59561	7.14382	4.135865	7.35867
ENSMUSG00000054901	0.03433745	0.0670859	17.80365	0.149468	0.07971135	0.0103128	0.0084577	0.0396981	0.10456345	0.01251135	0	0.1659725	0.2574045	0.115507	0.0171235	2.42164	0
ENSMUSG00000015337	1.8741	1.581787	3.833455	2.54244	3.766025	14.0176	4.542125	13.84535	0.49913	2.698435	12.8491	4.445535	1.77732	1.1696675	1.92128	0.1379643	0.50161925
ENSMUSG00000030956	5.7173375	2.3156975	2.989305	1.6243595	1.9872025	2.54499	4.599215	1.60455925	1.610165	4.5804075	0.9274845	3.4313925	3.393515	2.315515	3.7857175	1.823425	5.997455
ENSMUSG00000030954	0	0	0	0.0120095	0	0	0.39819835	1.033944	0	0	0	0.2540442	0.5833235	0	0.0181823	6.05267	1.888245
ENSMUSG00000016664	2.8116674	2.021	1.6541175	2.409199	3.01137735	3.3763141	7.226525	4.66640475	2.5471974	3.7139032	2.03106005	3.9276576	7.4281645	6.058475	3.807705	4.06155	2.61796
ENSMUSG00000015335	3.96793	2.82504	0.8698955	1.1058095	3.86271505	1.007542	5.94209	5.20448	1.51731	4.400825	4.7267	3.24184	2.734445	3.919	4.099515	7.576115	3.91655
ENSMUSG00000005907	1.315485	3.394565	2.891685	2.584865	2.29505	1.0043435	2.461415	2.662135	2.663185	1.231775	2.649185	1.26532	2.690405	3.80614	1.110791	1.043258	2.066215
ENSMUSG00000005917	0	7.431995	0.0966714	0.832439	0.03856735	0.01212785	0.02948485	0	0.9380355	0	0.01283585	0.2734555	0.306323	0.0287849	0	0.2383295	0
ENSMUSG00000017929	1.5345	5.011045	7.824685	5.54288	6.05734	1.69219	29.8484	25.09405	3.94116	2.29127	3.42692	3.57555	4.45784	10.86785	5.623165	1.494572	2.13517
ENSMUSG00000004612	6.53449	0	0.0314778	0	0	0.126425	4.70883	0.2225343	0.1387856	0.8127955	0.2031525	1.071134	2.0643	0.3407781	23.1593	0	4.52177
ENSMUSG00000029911	3.90853375	6.7118275	2.382515	1.458475	4.19173	2.997245	2.58907235	4.874605	5.04284735	5.83768015	5.46289	2.13845	2.34768	2.139685	4.549405	1.695403	3.8881075
ENSMUSG00000029913	0.387741	1.368095	0.73083	0.4171225	2.98545	0.9048195	0.203769	1.2571	4.40449	0.7814235	0.07108335	0.8244235	0.1442145	0.273892	0.11358515	0.788798	0.2592245
ENSMUSG00000004610	32.68465	18.2648	7.699605	6.21066	72.3313	233.642	27.8248	183.9975	15.13525	43.19275	122.1075	21.9738	4.66546	24.5958	17.1295	7.17718	8.554655
ENSMUSG00000029910	11.02926	11.296565	1.22358	1.044639	12.138	0.4526775	5.28843	0.820146	9.874135	26.49665	0.6130405	0.959991	4.205785	3.07263	4.265535	2.67421	10.691545
ENSMUSG00000029919	1.723185	1.590185	0.4256305	1.33238	0.634969	0.5451135	0.7725945	0.235466	1.326945	0.8437935	0.188176	0.289085	1.56077	2.42555	1.730145	0.631815	2.301115
ENSMUSG00000030909	0.05907595	0.05389355	0	0.08708475	0	0.01688575	54.3436	12.1381	0.055219	3.73928	14.6353	0	0	0.1980765	0.03545055	0.503979	0.509473
ENSMUSG00000029915	1.6216535	0.113808	0.0777174	0.2665115	0.02909285	0.2539315	0.1155752	0.089765	0.0727482	0.7683875	0.0303907	0.2879215	0.18905835	0.098477	0.3792635	0	0.098947
ENSMUSG00000030905	0.1964375	4.635115	0	16.8843	0.2381945	0.163668	2.265845	8.032795	1.14317	0.1428985	1.1154165	0.9994445	0.4175655	0.828175	0.870025	0	0.0698595
ENSMUSG00000029916	0.5054925	2.533305	2.783325	2.891785	2.68549	0.7766845	0.8024215	1.19625	2.1869	1.719635	0.3202985	1.184145	2.330155	1.104045	1.14321	1.083339	2.76489
ENSMUSG00000005949	2.874915	3.98107	3.818565	2.240285	2.649825	1.682985	4.703005	3.89467	4.265445	2.187205	2.68622	3.381485	3.449945	8.52548	2.399805	2.154395	3.472815
ENSMUSG00000029917	0.0417754	0.3392035	0	0.0979419	0.00913295	0	0	0	0.012647	0.03315495	0	0	0	0	0	0	0
ENSMUSG00000029918	2.93885	13.6678075	9.06242985	9.725665	12.1581	7.1236927	6.95655	13.05068	6.2058626	12.40605	8.0113075	6.612695	4.880615	5.27379	9.0697245	2.20081	7.182615
ENSMUSG00000005947	0.2582685	0.066610122	0.04920835	0.041649575	0.087077175	0.00898535	1.30812025	0.12832715	0.150765375	0.2116792	0.0648014	0.3560065	0.517499775	0.0429937	0.62376725	5.650795	1.22465
ENSMUSG00000017922	0	0	0	0	0.0328898	0	0	0	0.04554455	0.059699	0	0	0	19.16545	0	0.4259655	0
ENSMUSG00000005951	0.3238895	0.2881585	0.6074795	0.517139	0.1662795	0.5141995	4.641625	2.85581	0.366865	0.6101755	7.586895	0.861934	0.4903275	1.124165	0.7752795	0.623445	0.606649
ENSMUSG00000005952	0	0.0434719	0	0.01885295	0.01070225	0	0.016743	0.01028405	0.01482005	0	0.01438935	0.0117089	0	0.00804805	0	0.138608	0
ENSMUSG00000005950	0.185491	0.143166	0.163124	0.161964	0.295679	1.96967	0.04891865	1.97797	0.09923655	0.2101845	0.0857617	0.8741795	0.0687065	0.3667085	0.3409595	0.2995335	0.16609145
ENSMUSG00000029909	0	0	0.157296	0.02463025	0.05176105	0.03266085	0	0	0.03560205	0	0	0.02897735	0	0	0	67.0661	0.092979
ENSMUSG00000004626	19.36345	2.46577	4.190935	2.90253	4.861115	0.4912495	16.31995	11.15175	1.886375	7.325025	4.497745	8.08914	6.5873	12.8824	13.54385	6.36758	9.946205
ENSMUSG00000005958	0.1685812	1.95456	0.2446025	1.273235	5.03764	0.8278675	0.971515	0.362082	7.61948	0.1968225	0.06609085	3.90291	0.5377475	0.437575	0.1880565	0.084268	0.134098
ENSMUSG00000004609	4.223337	0.3221735	0.2766425	1.11552	0.218093	0.589519	0.670427	0.1040319	0.274017	0.4823305	0.20493135	0.89237325	1.0064675	0.1391163	1.3628605	0.551392	0.76043
ENSMUSG00000005936	7.489535	12.44695	6.26434	6.384225	10.73688	2.95427	3.881955	4.3773	12.72955	14.33605	2.666595	5.50516	8.007825	16.193	5.27095	4.777845	8.06615
ENSMUSG00000075054	0.556691	8.49198	3.5989	2.87688	5.757325	2.880915	1.79762	1.869565	4.37622	3.022745	1.339605	3.269715	2.51225	1.66059	0.9684215	1.944685	2.35592
ENSMUSG00000051081	0.02047855	0	0	0.01715615	0	0	0	0	0	0.0067547	0	0	0	0	0	0.0578455	0.04528395
ENSMUSG00000090693	0.02327575	0.143988	0.270793	0.293727	0.306645	0.1084835	0.05325595	0.072375	0.1934455	0.040719	0.07150775	0.1148005	0.469269	0.08483205	0.04094605	0.113133	0.134582
ENSMUSG00000063063	0	15.786925	3.4524725	7.541895	0.331455525	0	0.154897	0.0973206	0.350426	0.0757011	0.0324586	0.0225249	4.30875485	0.07531405	0.10598465	2.564015	1.051896
ENSMUSG00000063065	24.12945	21.8561	20.4032	30.0832	19.95465	13.29995	63.47655	13.45645	8.92655	8.28437	5.67132	46.66315	20.32675	9.75222	12.9047	22.3288	8.53038
ENSMUSG00000112449	1.92182	8.914895	5.196375	5.12987	6.319045	2.989405	5.723165	3.1277	7.61836	6.29005	1.21384	2.468615	4.783515	8.48128	2.43617	10.62831	4.566475
ENSMUSG00000090698	1.433075	1.30779	0.606784	0.3734635	3.339365	1.466215	0.263267	0.39398	0.920862	0.770116	0.2110045	0.1652545	4.052315	0.9776145	0.1951425	0	0.956134
ENSMUSG00000063060	0.2244889	1.17902	0.17098	0.1667415	7.711265	4.561145	0.22233	0.4517215	2.013475	0.217317	0.2975855	5.3371	0.3773685	1.9768	0.1415579	0.526992	0.17618475
ENSMUSG00000075040	1.507855	3.4861	1.54499	1.11795	2.77711	0.8725685	1.34699	1.259335	3.863725	1.61415	1.079327	2.103025	3.36553	2.625355	3.006735	0.4568195	5.879415
ENSMUSG00000051095	0	0	0.05230745	0	0	0.0337549	0	0	0	0	0.03572535	0	0	0	0	0	0
ENSMUSG00000075044	0.04103315	0	0	0	0.00617365	0.00319138	0.005190475	2.879295	0.0169142	0.0267308	1.2051765	0	0.071258	0.012268515	0	0	0.0569973
ENSMUSG00000075045	0	0.004142525	0.0216818	0.02021105	0.00305951	0	0	0.01300089	0	0.00462699	0	0.0068967	0	0	0.003932105	0	0.0537975
ENSMUSG00000075046	0	0	0.00677415	0.0082641	0.0200499	0	0	0	0	0	0	0.00726825	0.01598025	0.003361905	0	0.2581205	0
ENSMUSG00000051098	0.128806	3.60553	4.9372	5.21738	1.209765	0.288677	0.498519	0.5132705	1.381165	1.067864	0.9306055	1.063875	3.47974	0.559211	0.766327	0.960666	1.58803
ENSMUSG00000100448	0	0	0.0254502	0	0	0.0128286	0.0365726	0	0	0.0155635	0.06314995	0	0.0700435	0.03063265	0.0332831	0.2617385	0
ENSMUSG00000038095	4.66655	13.3463	12.31755	11.21355	9.947715	3.86814	8.855815	6.26664	11.03275	9.127435	4.90675	5.858315	12.22755	11.40825	7.000865	25.39825	10.7095
ENSMUSG00000038094	0	0.00900305	2.293255	1.023249	0	0	0	0.00897985	0.00940325	0.01206935	0	0.37454025	0.9180665	0.01146935	0	0.1722345	0.05542895
ENSMUSG00000089682	1.864125	5.79665	19.10685	15.9436	5.22997	5.641075	7.25586	7.200585	4.035715	2.39724	3.601775	10.086545	9.43304	9.115005	2.157945	3.354595	2.77796
ENSMUSG00000063077	0.7326675	20.55565	47.02385	44.6174	7.0734375	4.360435	4.6879973	2.7267275	6.2288825	1.36224495	4.53204	3.852545	12.9647525	3.02647005	1.467406	2.2303555	2.28497825
ENSMUSG00000089687	0.247002	0.0993645	0.07223405	0.1995825	0.07387395	0.09235495	0.112539	0.211224	0.1545925	0.1220955	0	0.323582	0.46381	0.411694	0	1.37404	0.2654015
ENSMUSG00000075074	0	0	0	0	0	0	0	0	0	0	0	0.0312237	0	0	0	0	0
ENSMUSG00000075079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181043	0	0
ENSMUSG00000038092	0.413506	0.036718505	0.003275315	0.0465942	0	0.2859295	0.003602845	4.19404	0.004779795	0.0786329	65.99275	0.011557175	0	0.0273529	0.0215691	0.436019	0.054601
ENSMUSG00000075072	0.0642205	0.0400852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038084	2.40983	12.74455	10.2325	13.9477	11.8355	6.797735	8.834765	6.569	8.369355	8.08135	6.05657	3.098	11.38525	7.188665	2.448525	5.662605	7.27538
ENSMUSG00000038086	0.2210805	0.1956105	0.304507	0.2315155	17.116975	19.097775	0.2320315	0.80819775	0.93322625	0.1165555	0.3519615	3.067475	0.281968	0.44233	0.603300265	0	0.1161135
ENSMUSG00000038085	0.368847	0.3492195	1.235195	0.4724485	0.24835	0.211921	0.16146745	1.180275	0.295322	0.191539	0.12291475	0.5081495	0.727705	0.3996125	0.525337	28.12185	0.7074895
ENSMUSG00000090675	0	0.034804	0.02452515	0.073343	0.06519185	0	0	0	0.0178952	0	0	0.0283443	0.6671545	0.063594	0.01660865	0	0.168375
ENSMUSG00000063089	0	0	0.09729	0.02801265	0	0	0.0341378	2.070815	0	0	0	0.03584585	0.18554	0.04794655	0.00840675	19.6017	0.138674
ENSMUSG00000026095	7.719935	13.77175	2.6303	2.72318	11.97605	7.271635	6.437565	5.60169	13.25425	14.8913	3.206125	2.853395	3.31364	6.56852	9.32072	55.003	4.724065
ENSMUSG00000075062	0	0	0	0	0	0	0	0	0	0	0	0	0.1713925	0	0.0377577	0	0
ENSMUSG00000075063	0	0	0	0	0	0	0	0	0.02029295	0	0.03950025	0	0	0	0	0	0
ENSMUSG00000075064	0.096853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026094	7.295555	1.75408	11.5016	1.0476935	2.66563	1.202435	19.34165	0.725855	2.92505	6.28424	0.48455	2.72099	6.959755	4.827445	29.98815	6.285315	21.2017
ENSMUSG00000075065	0	0	0	0	0	0	0	0	0.03672225	0	0	0	0	0	0	0.343453	0
ENSMUSG00000075066	0	0	0	0	0	0	0	0	0	0	0	0	0.1697285	0	0	0	0.094653
ENSMUSG00000026097	2.19169	11.79821	3.06165	1.363125	3.67081	0.7064445	4.312755	2.56625	4.817975	9.0501	1.25184	1.57355	2.811005	4.46291	3.349155	0.5500715	5.150235
ENSMUSG00000075069	0	0	0	0	0	0	0	0	0.0402875	0	0	0	0	0	0	0	0
ENSMUSG00000026098	1.0225765	2.197205	1.99436	0.8338635	1.57215	0.4479105	0.6881695	0.6744725	3.7313	3.12357	0.942411	0.3852445	0.8218435	0.9893065	1.20238	0.678917	2.433765
ENSMUSG00000038080	0.935115	6.66658	1.75258	0.950389	2.27419	0.888703	3.56722	2.556125	3.894445	1.877115	1.29324	1.628615	1.892765	6.7151	2.243185	1.0459095	5.102385
ENSMUSG00000075061	0	0	0	0	0	0	0	0	0.02009595	0	0	0	0	0	0	0	0
ENSMUSG00000038072	0.880258	5.36191	4.69578	4.91541	5.102985	1.698245	1.91196	52.13505	4.41667	1.387	0.962379	2.079885	3.88032	3.45839	2.47834	0.814817	1.8306
ENSMUSG00000040396	1.049725	5.209705	5.336875	4.017915	4.05581	1.405745	5.53133	2.050505	4.68883	2.32622	1.502945	2.356375	5.14847	3.740915	1.992165	1.49482	4.928685
ENSMUSG00000101750	0	0.07155865	0.0521533	0.00522	0	0.01678775	0	0.04858795	0.0553743	0	0	0	0	0	0	0.068013	0
ENSMUSG00000038074	0.20731335	2.7386	2.79866	1.639215	5.449685	1.220345	0.5071155	1.33106	7.410365	1.95314	1.508813	1.483155	1.80507	2.766125	0.2812135	3.11794	0.483119
ENSMUSG00000090685	0.09563	0.1695345	0.0426366	0.0768866	0.0423686	0	0.12913925	0.0401796	0.291967	0.139132	0.056219	0.13862005	0	0.153956	0.109498	5.81961	0.272073
ENSMUSG00000038077	0.03137255	1.96287	8.89884	8.86851	0.4060115	0.247473	0.120081	0.013289465	2.294185	0.11244965	0.00621125	0.045793	1.879715	0.10852065	0.02397215	0.129354	0.171921
ENSMUSG00000038079	0.20032305	6.6306525	1.17022295	2.206676	1.51046525	0.486177	0.338563995	2.50379575	1.816345	1.387285	0.0624318	1.283215	1.10761	1.27157	0.1147995	7.580855	1.0752125
ENSMUSG00000090688	0.02331075	0	0	0	0.01320045	0	0	0	0.00615475	0	0.00340238	0.117633	0	0	0.00285613	0	0.0194919
ENSMUSG00000052372	0.0225279	0.8384035	1.33141	3.14517	0.03966205	0	0	0	0.2754085	0	0.0150806	0.011102	5.21972	0	0	0	0.309876
ENSMUSG00000051041	0.09042575	0.665924	1.840915	1.636055	1.296625	0.9150485	0.1415	2.115	8.071805	0.406042	1.94069	2.32083	1.771285	0.307359	0.720028	0.17097	1.327315
ENSMUSG00000075012	0.1779025	11.576625	4.635585	8.58343	0.904966	0.02796905	0.1595243	0.394283	7.032785	0.2117785	0.01494075	0.8270365	7.033885	0.2369005	0.01481855	0.143919	0.719184
ENSMUSG00000052374	0.4749515	0.1831605	0.151213	1.64655	162.181	165.7715	0.306077	0.0606575	4.648595	0.205011	0.03645565	0.6243955	2.943945	0.05440295	0.4516345	0.117055	0.6796465
ENSMUSG00000051043	0.354966	0.4569585	3.55573475	0.215339	1.44495875	0.999768	0.146255325	12.071522	2.7586776	0.97918675	3.7268648	0.96635275	0.3494655	10.470825	0.36710049	0	0.4023365
ENSMUSG00000052373	0.0216654	5.71175	18.7742	4.421065	0.639219	0.252442	0.1475039	0.2772815	1.20654	0.0416137	0.06982965	0.3156145	3.509305	0.1208494	0.26345055	0.486307	0.1883569
ENSMUSG00000063020	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03601805	0	0	0
ENSMUSG00000091983	0	0	0.04773375	0	0	0.03568965	0.0292697	0.00565835	0	0	0	0.062572	0	0	0.00785235	0	0
ENSMUSG00000063021	5.805015	1.447761	0	0.0657435	1.0877305	0.0871785	0.8712135	0.01351995	1.734095	7.553065	0	0.379933	0.467079	0.29114	1.25005	0	2.514045
ENSMUSG00000051048	0.0754444	1.16495	0.065063	0.5853715	3.24761	0.01451745	0.0116831	0	4.693615	0.641233	0.0153649	0.165178	0.8555835	0.242411	0.193693	0	1.64024
ENSMUSG00000051046	0	0	0	0	0	0	0	0	0	0	0	0.0306401	0	0	0	0	0
ENSMUSG00000090659	0.3157705	0.839477	0.6383085	0.620551	0.5479535	0.0828383	0.273298	0.2106	0.773082	0.508852	0.220008	0.286059	0.208502	0.3648185	0.3905065	0.2032415	0.1725185
ENSMUSG00000051051	0	0	0.053651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052382	0	0	0	0	0	0	0	0	0	0	0	0.02485795	0	0	0	0	0
ENSMUSG00000078995	0.4535205	0.337297	0.168743	0.1922095	0.369736	0.1771385	0.510809	0.1682885	0.5704735	0.265879	0.13924	0.4457625	0.3971855	0.2399775	1.1387235	0.1629321	0.9133575
ENSMUSG00000052387	0.01592765	1.16810525	3.26320895	2.2845275	0.129056748	0.068953325	0.022613234	0.1479799	0.57384465	0.040123025	0.0062239825	0.28876975	2.8099412	0.01670921	0.03482355	0.233659245	0.446456345
ENSMUSG00000075000	1.06814	2.8739	1.42029	1.646235	1.77781	0.8640625	1.994985	1.562235	1.718975	2.02427	1.80339	1.25145	2.026005	1.98654	2.612265	0.801238	2.26091
ENSMUSG00000051056	0	0	0	0.0156487	0	0	0	0	0	0.0268689	0	0	0	0.02678435	0	0	0
ENSMUSG00000075002	0	0	0	0	0	0	0	0	0	0	0	0	0.2614845	0.0471518	0	0	0
ENSMUSG00000078994	1.491955	0.87426	0.7763245	0.527459	0.8600075	0.5570045	1.2008205	0.73927	2.15608	0.808807	0.1472815	0.8120945	1.082785	1.87233	2.85727	0.3655925	2.414805
ENSMUSG00000052384	7.46578	0.5422285	0.5509805	0.6774375	0.7542335	1.0322865	0.63532	0.3052375	0.5829385	2.945535	0.5767385	1.80702	3.53669	1.27856	12.16065	0.3854635	8.88275
ENSMUSG00000090667	0.074675	0	0	0.211396	0	0	0	0	0.595459	0.0592655	0	0.03572205	0.380964	0	0.0435407	0	0.1180815
ENSMUSG00000078998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02204935	1.0948855	0
ENSMUSG00000051062	0	4.49896	1.906745	3.702755	0.01792	0	0.03702495	0	0.03044565	0	0.02409385	0	2.02118	0	0	0.2320875	0.18141
ENSMUSG00000090629	0	0	0	0	0	0	0	0.01596465	0	0	0	0.01080745	0	0	0	0	0
ENSMUSG00000052392	0	0.14405245	0.03198925	0.3399965	0.11921895	0.1342185	2.768685	5.58074	0.1131232	1.98959	2.123535	0.04152805	0.2819685	0.142722	0	0	0.0505785
ENSMUSG00000075031	20.4708	3.99912	0.285651	0.2486045	5.397085	0.1450445	1.5753425	0.1774803	14.58265	41.3234	0.0440093	1.08895	5.90537	2.250865	4.149335	2.96285	10.9663
ENSMUSG00000075033	0	0.2355335	0.3826665	0.3622905	0.0633501	0.082317	0.11787185	0.2720645	0.1096326	0.09679765	0.0183104	0.09279735	0.330853	0.0689927	0.287052	1.216943	0.227157
ENSMUSG00000051067	0	0.3179585	7.398045	2.41494	0.0789082	0.3945555	0.0081928	0	0.10915345	0	0	0	0.2442195	0	0	0	0.05392275
ENSMUSG00000052397	16.31275	16.3047	1.96674	6.256785	22.6039	5.746275	220.273	35.77825	7.400875	14.23245	0.5272095	28.4512	20.99525	49.47735	31.0248	1.1212745	48.92235
ENSMUSG00000052396	0.962805	0.2668855	0	0.02916155	0.09172345	0.229483	69.6553	2.9482	0.4040225	4.16647	0.04660355	0.01665145	0	0.6558485	0.0195607	0.1899775	0
ENSMUSG00000051065	0.0377816	7.21753	6.669625	5.026175	2.678175	0.9378125	3.41238	3.50255	3.442765	0.7548705	1.87211	1.10803	2.213635	2.503185	0.2084905	0.2185975	0.2342635
ENSMUSG00000052395	0.7332325	1.691155	1.35927	1.423215	2.2247	0.9628795	1.644848	2.720925	3.534055	1.526175	2.227445	1.754205	1.59465	2.97428	1.5952	1.016507	1.853015
ENSMUSG00000089678	0.063763	0.0397997	0	0	0	0.01842175	0.12276545	11.481055	0.0618261	2.780495	9.51698	0	0	0.0222787	0	0	0
ENSMUSG00000063047	0.2704755	2.403345	1.697125	1.280515	1.265945	0.3273495	0.8351535	0.6879685	2.369715	1.0393645	0.3632215	0.616291	1.67976	0.961579	0.6283105	0.998011	1.40861
ENSMUSG00000063049	4.36179	3.84327	2.757885	4.3259	3.059225	0.664404	2.666385	2.5472	3.204635	3.75712	1.56391	2.09743	2.72206	7.941305	2.582965	2.91263	4.087425
ENSMUSG00000111179	0.05453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04101925
ENSMUSG00000064373	16.67153	15.680104	30.688775	24.2678725	27.8133	59.4748	1076.5865	306.00798	8.254355	93.778175	452.157025	119.017	92.55585	39.929325	18.347914	27.66995	59.3301
ENSMUSG00000091962	0	0	0	0	0	0	0	0	0	0.0286385	0	0	0	0	0	0	0
ENSMUSG00000090631	0	0	0.1454929	0	0	0	0.0262092	0.0050667	0.0355005	0	0	0.0981345	0	0	0.0070313	0	0
ENSMUSG00000075023	0.170705	0.03359485	0.11240185	0.034792	0	0.01580315	0	0.0119161	0	0	0	0.0416517	0.145146	0.0492896	0	0	0
ENSMUSG00000087006	0.2363636	4.231115	4.166295	3.78556	1.537845	0.8674975	1.57732	1.1031	0.4120735	0.8790395	0.420825	6.86637	7.094465	0.248511	2.237635	1.59519	0.725725
ENSMUSG00000051076	0	0.0277779	0	0.02797355	0.05170265	0.11735665	0	0.04926405	0.02909195	0	0.1083166	1.14097	0	4.49985	0	0.918037	0.0669285
ENSMUSG00000063058	0	0	0	0	0.0176778	0	0	0	0	0	0	0	0	0.17101	0	0	0
ENSMUSG00000089669	3.321505	0.3038415	1.551535	0.919756	0.662814	2.39534	7.194205	1.759605	1.168657	0.481899	1.03662	10.461685	0.460605	1.0454895	3.18685	1.621971	0.8746445
